Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Load Throughput(bytes/sec),Global Memory Load Efficiency(%),Eligible Warps Per Active Cycle,Global Memory Store Efficiency(%),FLOP Efficiency(Peak Single)(%),Instructions Executed,Shared Memory Efficiency(%),Instructions per warp,Executed IPC,Multiprocessor Activity(%),Achieved Occupancy,Executed Load/Store Instructions,Shared Memory Store Throughput(bytes/sec),FP Instructions(Single),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Transactions Per Request,Shared Memory Load Transactions Per Request,gld request,shared store,shared load,gst request,shared bank conflict,instructions executed
"void sumKernelStr3<int=1024>(float*, float*)",2,365778,8,8192,0,1655000000,100,2.147,12.5,0.282,295205,75.05,122.797,0.641,70.643,0.349,100514,3415000000,131071,3544000000,1,1,4098,8454,8776,64,0,295205
"void sumKernelStr2<int=1024>(float*, float*)",2,783896,8,8192,0,1420000000,50,1.068,12.5,0.128,336177,21.31,138.797,0.325,75.675,0.352,98465,4962000000,131071,8515000000,3.585,4.182,4098,6405,8776,64,60502,336177
