Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Load Throughput(bytes/sec),Global Memory Load Efficiency(%),Eligible Warps Per Active Cycle,Global Memory Store Efficiency(%),FLOP Efficiency(Peak Single)(%),Instructions Executed,Shared Memory Efficiency(%),Instructions per warp,Executed IPC,Multiprocessor Activity(%),Achieved Occupancy,Executed Load/Store Instructions,Shared Memory Store Throughput(bytes/sec),FP Instructions(Single),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Transactions Per Request,Shared Memory Load Transactions Per Request,gld request,shared store,shared load,gst request,shared bank conflict,instructions executed
"void sumKernelStr3<int=128>(float*, float*)",3,563065,8,1024,0,3106000000,75,2.22,12.5,0.51,612711,51.62,97.833,0.997,71.278,0.423,205607,7765000000,349525,9707000000,1,1,10966,27415,34269,1371,0,612711
"void sumKernelStr2<int=128>(float*, float*)",3,787316,8,1024,0,3961000000,41.667,1.766,12.5,0.348,689470,18.5,109.167,0.75,74.692,0.424,200124,13616000000,349525,23520000000,2.692,2.867,10966,21932,34269,1371,143920,689470
